Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Hit
0.792,0.818,2,-5.366,1,0.169,0.00713,0,0.575,0.649,153.588,0
0.567,0.19,10,-14.094,1,0.0713,0.807,0,0.119,0.616,125.376,0
0.321,0.604,8,-11.546,1,0.033,0.00027,0.84,0.198,0.277,104.048,0
0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,104.504,0
0.818,0.764,11,-11.643,0,0.0606,0.0974,0.00091,0.303,0.963,142.861,0
0.474,0.416,1,-20.68,1,0.795,0.269,0,0.136,0.574,81.527,0
0.225,0.965,11,-2.941,0,0.286,0.000164,0,0.104,0.351,170.955,0
0.722,0.564,4,-10.754,1,0.0364,0.653,0.164,0.149,0.702,113.695,0
0.502,0.869,9,-3.685,1,0.031,0.232,0,0.111,0.771,98.767,0
0.493,0.794,2,-9.534,1,0.0469,0.169,0.000177,0.0681,0.846,194.632,0
0.452,0.306,2,-9.632,1,0.0274,0.235,1.91E-05,0.0989,0.182,144.125,0
0.551,0.702,4,-8.618,0,0.0255,0.17,0.00247,0.104,0.538,97.925,0
0.451,0.685,5,-6.849,1,0.098,0.815,0.000462,0.132,0.703,103.994,0
0.573,0.687,9,-11.829,1,0.034,0.29,0.00385,0.122,0.962,151.025,0
0.365,0.977,0,-3.354,1,0.117,4.87E-05,0.000597,0.497,0.432,176.034,0
0.239,0.331,4,-10.533,1,0.0327,0.571,6.25E-06,0.916,0.166,97.893,0
0.311,0.955,0,-5.685,1,0.107,0.00141,2.63E-05,0.328,0.565,144.614,0
0.311,0.66,1,-11.016,1,0.0465,0.27,0.0466,0.0931,0.118,72.975,0
0.41,0.956,10,-3.863,1,0.0556,2.59E-06,0.517,0.267,0.384,134.068,0
0.718,0.726,8,-6.373,0,0.0346,0.304,3.05E-06,0.0993,0.707,104.999,0
0.42,0.768,9,-5.922,1,0.0348,0.00353,0.037,0.418,0.212,115.444,0
0.698,0.649,6,-8.555,0,0.0872,0.00101,0.615,0.197,0.425,131.008,0
0.395,0.396,2,-6.07,1,0.0292,0.578,0,0.104,0.318,118.7,0
0.538,0.879,0,-4.781,1,0.0399,7.90E-05,0.0031,0.176,0.885,146.058,0
0.363,0.925,1,-6.026,1,0.0969,2.31E-05,0.00355,0.496,0.392,88.222,0
0.242,0.984,11,-1.498,0,0.265,0.00382,0.00078,0.318,0.338,173.536,0
0.554,0.88,1,-4.237,0,0.306,0.273,0,0.655,0.872,140.702,0
0.284,0.777,10,-6.543,1,0.0493,0.00362,0.668,0.146,0.455,100.933,0
0.374,0.352,4,-10.287,1,0.0299,0.853,2.44E-05,0.0811,0.34,159.146,0
0.734,0.667,1,-7.763,1,0.0602,0.638,0.000255,0.0981,0.697,166.002,0
0.732,0.558,4,-7.299,1,0.0331,0.603,0,0.0928,0.741,102.966,0
0.42,0.65,9,-5.275,1,0.0266,0.339,5.35E-06,0.151,0.228,78.9,0
0.307,0.455,10,-7.806,1,0.0289,0.342,3.29E-05,0.0985,0.262,163.568,0
0.314,0.989,9,-3.832,1,0.146,0.0722,0.000626,0.0819,0.102,123.295,0
0.658,0.414,8,-10.84,1,0.029,0.843,0.235,0.105,0.852,94.224,0
0.503,0.756,0,-9.492,0,0.0452,0.476,1.65E-05,0.935,0.734,175.48,0
0.629,0.391,3,-13.824,0,0.0329,0.000136,0.884,0.108,0.761,112.508,0
0.306,0.305,9,-23.625,0,0.0352,0.961,0.9,0.148,0.0397,102.002,0
0.613,0.55,0,-11.096,0,0.0365,0.553,0.00014,0.102,0.69,90.144,0
0.509,0.431,0,-10.058,1,0.0358,0.0262,0.000604,0.109,0.498,144.165,0
0.612,0.84,7,-5.342,1,0.0422,0.0252,0.00262,0.042,0.907,87.862,0
0.701,0.416,11,-9.57,0,0.139,0.0257,0.173,0.298,0.936,92.512,0
0.686,0.858,2,-9.403,1,0.0461,0.0033,0.889,0.18,0.107,124.016,0
0.402,0.482,1,-15.102,1,0.0559,0.0233,0.0245,0.971,0.786,75.936,0
0.677,0.671,7,-4.905,1,0.0361,0.004,5.07E-05,0.413,0.527,137.046,0
0.601,0.661,6,-7.072,1,0.0242,0.347,0,0.275,0.617,98.046,0
0.65,0.789,10,-7.237,1,0.0346,0.288,0,0.198,0.965,142.819,0
0.819,0.837,5,-7.176,0,0.313,0.0645,0.219,0.61,0.616,128.013,0
0.817,0.834,10,-6.389,0,0.098,0.00668,5.43E-06,0.162,0.743,122.03,0
0.248,0.398,5,-6.935,1,0.0323,0.0385,0.000244,0.149,0.138,173.259,0
0.741,0.615,9,-7.862,0,0.064,0.00262,0.345,0.0229,0.789,126.004,0
0.356,0.152,7,-18.801,1,0.048,0.992,0.000635,0.274,0.562,91.106,0
0.401,0.151,2,-15.976,0,0.039,0.906,0.00178,0.103,0.235,107.34,0
0.73,0.735,0,-10.581,0,0.0372,0.0593,0.000618,0.074,0.966,112.761,0
0.504,0.829,9,-8.116,1,0.0368,0.0001,0.0244,0.247,0.827,112.201,0
0.199,0.981,11,-3.842,0,0.169,1.25E-06,0.0134,0.173,0.0899,104.948,0
0.587,0.386,0,-10.627,1,0.0365,0.66,0.0227,0.0937,0.499,124.545,0
0.701,0.663,1,-4.143,0,0.189,0.0252,2.66E-05,0.388,0.125,192.041,0
0.319,0.187,0,-18.403,1,0.0486,0.457,0.767,0.465,0.0352,130.002,0
0.695,0.311,0,-14.029,1,0.125,0.995,0.784,0.364,0.644,122.352,0
0.485,0.587,7,-6.599,1,0.0413,0.00103,4.69E-05,0.35,0.329,134.169,0
0.218,0.758,5,-5.316,1,0.0411,0.107,0.64,0.135,0.222,82.506,0
0.601,0.658,2,-10.575,1,0.0476,0.0549,0.00349,0.458,0.718,131.916,0
0.757,0.636,10,-4.927,0,0.0493,0.00124,0.528,0.582,0.932,125.989,0
0.796,0.728,9,-10.698,1,0.0736,0.0758,0.0018,0.296,0.731,134.978,0
0.73,0.528,0,-7.635,1,0.122,0.0246,5.88E-05,0.0963,0.306,79.082,0
0.545,0.872,9,-3.895,1,0.0521,0.228,0,0.298,0.679,152.812,0
0.733,0.521,8,-12.76,1,0.0353,0.311,0.00079,0.0673,0.943,170.946,0
0.723,0.833,10,-6.046,0,0.21,0.0855,0,0.322,0.518,140.021,0
0.194,0.277,10,-15.54,1,0.0341,0.843,6.15E-05,0.172,0.109,86.387,0
0.397,0.951,5,-8.564,1,0.078,0.0642,0.899,0.0979,0.0849,104.407,0
0.466,0.592,9,-8.684,1,0.0304,0.222,0,0.141,0.583,154.943,0
0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.435,0
0.72,0.734,6,-4.515,1,0.0316,0.0856,0,0.303,0.37,115.999,0
0.779,0.591,2,-9.74,1,0.442,0.938,0.165,0.583,0.529,83.042,0
0.503,0.214,0,-17.551,1,0.0978,0.993,0.00038,0.286,0.759,204.331,0
0.722,0.977,2,-3.013,0,0.232,0.361,0.00485,0.0959,0.634,137.862,0
0.265,0.674,11,-7.48,1,0.0324,0.0458,0.000141,0.724,0.187,171.366,0
0.22,0.345,7,-13.116,1,0.03,0.867,0.971,0.107,0.369,145.042,0
0.761,0.582,1,-9.908,0,0.835,0.324,2.43E-06,0.109,0.536,191.896,0
0.472,0.498,10,-8.395,1,0.0351,0.805,0.571,0.141,0.533,75.886,0
0.652,0.813,4,-12.297,1,0.241,0.631,7.56E-06,0.284,0.932,131.615,0
0.502,0.293,3,-10.543,1,0.0341,0.815,0.0138,0.107,0.491,104.287,0
0.893,0.496,9,-8.117,0,0.153,0.146,0,0.0842,0.961,131.993,0
0.595,0.665,11,-8.687,1,0.0304,0.0234,0.919,0.243,0.377,119.962,0
0.653,0.716,4,-7.443,1,0.366,0.748,0,0.062,0.877,124.51,0
0.472,0.716,10,-8.11,1,0.0353,0.339,0.000983,0.0612,0.851,178.124,0
0.714,0.655,7,-18.687,1,0.0478,0.0744,0.31,0.26,0.362,129.861,0
0.717,0.99,2,-6.385,1,0.157,0.00192,0.95,0.0525,0.165,126.998,0
0.59,0.815,9,-6.332,0,0.0276,0.348,2.07E-05,0.0954,0.685,132.564,0
0.22,0.168,2,-15.307,0,0.0377,0.87,0.789,0.0927,0.0394,52.247,0
0.576,0.499,7,-5.791,1,0.0306,0.245,9.32E-06,0.314,0.356,167.949,0
0.754,0.304,2,-20.6,0,0.0633,0.827,0.647,0.0943,0.798,94.032,0
0.722,0.661,1,-5.711,0,0.373,0.245,0,0.176,0.156,89.294,0
0.813,0.798,10,-6.309,0,0.0447,0.273,0.209,0.141,0.921,108.905,0
0.563,0.714,5,-5.032,0,0.394,0.25,0,0.24,0.782,88.026,0
0.757,0.613,6,-13.859,1,0.0451,0.607,0.00424,0.0555,0.971,101.054,0
0.529,0.635,0,-5.276,1,0.0256,0.427,0,0.25,0.486,128.046,0
0.533,0.481,2,-9.217,0,0.0584,0.268,0,0.799,0.494,111.824,0
0.613,0.826,5,-6.429,1,0.029,0.612,0.87,0.319,0.22,102.091,0
0.693,0.196,2,-19.782,0,0.572,0.0784,0,0.139,0.36,73.615,0
0.619,0.71,9,-6.929,1,0.0269,0.00463,0.0117,0.245,0.323,129.968,0
0.813,0.881,11,-8.602,0,0.217,0.000135,0.955,0.0577,0.752,160.008,0
0.197,0.793,7,-6.55,0,0.0598,0.000294,0.676,0.112,0.256,100.951,0
0.702,0.158,10,-25.369,0,0.954,0.765,0,0.492,0.61,73.83,0
0.59,0.508,9,-7.949,1,0.0275,0.103,0.461,0.219,0.465,105.073,0
0.522,0.545,0,-10.609,1,0.0293,0.591,0.00908,0.321,0.838,87.744,0
0.704,0.676,0,-4.778,1,0.241,0.41,2.72E-06,0.105,0.897,118.701,0
0.589,0.413,4,-18.448,1,0.0339,0.351,0.549,0.29,0.727,113.275,0
0.629,0.922,6,-7.685,0,0.078,0.00682,0.714,0.339,0.41,135.122,0
0.436,0.997,4,-3.44,1,0.179,2.41E-05,0.285,0.389,0.0582,77.473,0
0.711,0.884,2,-7.007,1,0.104,0.0415,5.73E-06,0.318,0.803,91.979,0
0.478,0.26,9,-12.129,1,0.052,0.995,0.34,0.533,0.564,75.769,0
0.745,0.658,7,-3.515,1,0.17,0.0414,0.00262,0.0973,0.384,170.023,0
0.379,0.93,11,-3.712,0,0.0619,0.00205,0,0.0441,0.856,161.701,0
0.863,0.296,11,-19.772,0,0.32,0.374,0.924,0.125,0.637,163.981,0
0.657,0.709,1,-7.049,1,0.297,0.0967,4.52E-06,0.317,0.367,81.926,0
0.564,0.353,11,-14.001,1,0.0539,0.599,0.614,0.055,0.347,99.271,0
0.42,0.208,1,-17.188,1,0.0382,0.417,0,0.247,0.116,81.416,0
0.612,0.668,9,-12.974,1,0.0288,0.00494,0.000718,0.164,0.751,111.584,0
0.827,0.456,11,-11.819,0,0.036,0.206,0.00141,0.224,0.894,118.568,0
0.727,0.623,4,-11.58,0,0.046,0.233,0.0837,0.0799,0.236,118.526,0
0.736,0.991,3,-6.631,1,0.0506,0.0082,2.23E-05,0.0944,0.963,137.001,0
0.613,0.894,4,-9.338,1,0.031,0.0222,0.000982,0.187,0.717,133.499,0
0.424,0.421,2,-10.591,0,0.161,0.722,6.39E-06,0.473,0.413,146.027,0
0.591,0.582,7,-4.554,1,0.129,0.596,0,0.784,0.906,137.221,0
0.321,0.474,5,-9.383,1,0.0348,0.743,0,0.204,0.804,121.199,0
0.671,0.669,0,-12.934,1,0.0386,0.394,0.00471,0.31,0.716,132.283,0
0.551,0.97,4,-6.355,1,0.11,0.00122,0.00048,0.15,0.165,114.958,0
0.195,0.71,5,-5.684,1,0.0932,0.0346,0.875,0.102,0.0331,130.217,0
0.636,0.876,2,-5.327,1,0.0929,0.0637,0,0.362,0.819,89.949,0
0.639,0.321,1,-11.446,1,0.0344,0.23,0,0.0894,0.328,139.923,0
0.544,0.455,6,-11.044,0,0.0327,0.135,6.69E-06,0.148,0.202,119.907,0
0.485,0.883,0,-4.959,1,0.084,0.562,5.17E-05,0.969,0.779,97.549,0
0.445,0.156,5,-17.552,1,0.03,0.827,0.655,0.125,0.336,85.285,0
0.484,0.704,7,-9.608,1,0.0783,0.192,2.20E-05,0.71,0.672,140.633,0
0.468,0.609,1,-5.738,1,0.0294,0.108,3.18E-06,0.307,0.412,143.875,0
0.375,0.422,7,-9.197,1,0.0322,0.665,0.000471,0.702,0.0886,133.051,0
0.673,0.607,5,-7.672,1,0.027,0.0142,4.15E-06,0.333,0.898,100.023,0
0.918,0.734,11,-2.832,0,0.269,0.0294,7.90E-06,0.191,0.608,97.044,0
0.747,0.761,0,-6.771,1,0.0337,0.443,0.671,0.029,0.917,97.981,0
0.569,0.958,1,-4.836,1,0.206,0.189,1.66E-05,0.0721,0.864,148.533,0
0.915,0.675,0,-7.984,1,0.0489,0.0329,0.000588,0.0548,0.613,111.92,0
0.616,0.846,11,-4.574,1,0.0852,0.00561,2.51E-05,0.07,0.939,173.981,0
0.198,0.107,5,-13.839,1,0.0346,0.964,0.245,0.261,0.111,84.244,0
0.665,0.741,10,-6.969,1,0.177,0.702,0,0.111,0.844,110.286,0
0.638,0.665,1,-13.803,0,0.308,0.0877,1.52E-06,0.383,0.622,158.521,0
0.589,0.655,8,-8.138,1,0.0488,0.057,0.000353,0.372,0.675,105.272,0
0.28,0.322,0,-17.222,1,0.0506,0.0434,0.0118,0.943,0.496,206.5,0
0.653,0.716,4,-7.443,1,0.366,0.748,0,0.062,0.877,124.51,0
0.391,0.908,4,-8.093,0,0.109,1.35E-05,0.0333,0.14,0.2,121.44,0
0.685,0.325,3,-11.277,1,0.15,0.939,0.805,0.0911,0.875,80.504,0
0.638,0.3,7,-16.104,0,0.0368,0.695,4.55E-05,0.0447,0.732,96.855,0
0.759,0.466,5,-7.822,1,0.039,0.238,0,0.194,0.857,80.997,0
0.244,0.0687,7,-21.361,1,0.032,0.918,0.862,0.0895,0.0721,96.913,0
0.404,0.828,2,-9.829,1,0.0429,0.0117,0.00335,0.11,0.662,130.764,0
0.129,0.135,7,-15.594,1,0.0362,0.963,0.848,0.335,0.0365,70.025,0
0.169,0.931,10,-5.134,0,0.0676,2.83E-05,0.117,0.789,0.242,159.661,0
0.597,0.974,8,-2.746,1,0.198,0.0838,0,0.962,0.446,108.996,0
0.478,0.939,7,-5.718,1,0.0342,0.000338,0.922,0.452,0.402,140.018,0
0.745,0.532,3,-13.174,0,0.0491,0.38,0.00116,0.084,0.793,108.697,0
0.717,0.376,5,-13.901,0,0.103,0.00262,0.00192,0.729,0.496,82.231,0
0.528,0.809,10,-12.749,0,0.496,0.345,0,0.497,0.37,77.219,0
0.405,0.15,3,-12.58,1,0.0331,0.963,5.47E-05,0.0951,0.158,138.051,0
0.347,0.744,9,-6.616,1,0.0418,0.477,2.18E-06,0.969,0.441,154.502,0
0.375,0.422,7,-9.197,1,0.0322,0.665,0.000471,0.702,0.0886,133.051,0
0.425,0.825,4,-4.967,1,0.0406,0.0127,0,0.174,0.628,170.15,0
0.266,0.317,8,-8.912,1,0.0416,0.111,0.000238,0.137,0.169,184.326,0
0.43,0.975,8,-5.052,1,0.0741,0.000635,0.0293,0.184,0.161,101.522,0
0.753,0.586,4,-9.168,1,0.0567,0.908,3.52E-05,0.126,0.834,105.67,0
0.619,0.737,9,-5.671,0,0.0944,0.183,0.00082,0.0261,0.788,86.602,0
0.663,0.74,11,-5.145,0,0.0707,0.0762,0,0.162,0.685,113.01,0
0.778,0.595,7,-8.627,1,0.0286,0.417,0,0.0615,0.774,104.009,0
0.689,0.512,6,-12.423,0,0.0407,0.0137,0.0196,0.0591,0.845,84.698,0
0.713,0.746,3,-10.079,0,0.15,0.00256,0.00416,0.102,0.7,94.604,0
0.469,0.601,11,-5.79,1,0.0416,0.0961,0,0.11,0.396,110.756,0
0.536,0.673,2,-12.723,1,0.0911,0.86,0.284,0.632,0.66,134.493,0
0.532,0.659,4,-8.782,0,0.0298,0.0326,0.000766,0.209,0.691,126.98,0
0.668,0.727,7,-8.483,1,0.0373,0.123,0,0.09,0.675,94.913,0
0.579,0.494,11,-9.571,1,0.0418,0.55,0,0.12,0.224,115.234,0
0.511,0.521,2,-7.663,1,0.0381,0.91,0.574,0.34,0.798,89.906,0
0.752,0.802,2,-5.675,1,0.286,0.311,0,0.142,0.65,91.984,0
0.292,0.847,9,-5.483,1,0.125,0.00199,0.00239,0.0802,0.514,85.656,0
0.488,0.934,5,-5.721,1,0.106,0.048,2.33E-05,0.604,0.441,150.418,0
0.547,0.908,10,-7.198,0,0.105,0.00238,0.0226,0.685,0.153,127.029,0
0.636,0.684,3,-9.302,1,0.057,0.52,0.0015,0.534,0.881,132.509,0
0.856,0.289,9,-18.882,0,0.0673,0.443,0.073,0.193,0.64,121.365,0
0.746,0.55,0,-10.196,1,0.127,0.627,0.000434,0.927,0.686,96.408,0
0.698,0.76,5,-7.445,1,0.0832,0.323,0.481,0.0576,0.702,123.299,0
0.542,0.787,4,-8.03,0,0.0688,0.013,0.67,0.102,0.568,127.983,0
0.836,0.917,5,-7.806,1,0.082,0.327,3.23E-06,0.255,0.905,99.99,0
0.423,0.842,11,-4.828,0,0.0312,0.00464,0.193,0.239,0.526,110.979,0
0.576,0.449,5,-10.108,1,0.0449,0.648,0.00312,0.134,0.699,183.789,0
0.253,0.924,8,-4.83,1,0.162,0.00179,0.00856,0.281,0.72,171.971,0
0.635,0.185,8,-15.203,0,0.0342,0.629,0,0.232,0.501,95.021,0
0.496,0.0735,2,-13.21,1,0.0443,0.808,0,0.077,0.448,111.967,0
0.881,0.573,2,-8.439,0,0.0596,0.201,0,0.115,0.831,94.02,0
0.537,0.699,10,-6.615,1,0.0399,0.237,2.27E-05,0.114,0.814,84.905,0
0.579,0.662,10,-6.628,0,0.0913,0.0223,0.0282,0.0888,0.635,105.982,0
0.395,0.551,0,-5.986,1,0.0343,0.0118,0.35,0.0562,0.899,212.98,0
0.309,0.764,6,-9.522,1,0.264,0.302,0.000101,0.195,0.0753,73.908,0
0.319,0.789,4,-12.73,1,0.0467,0.0029,0.786,0.328,0.592,146.752,0
0.636,0.684,3,-9.302,1,0.057,0.52,0.0015,0.534,0.881,132.509,0
0.802,0.418,7,-10.887,1,0.0842,0.0741,0.643,0.448,0.398,124.98,0
0.569,0.427,11,-15.765,1,0.0409,0.372,0.885,0.0884,0.0678,70.739,0
0.759,0.758,1,-7.633,1,0.436,0.258,0,0.626,0.7,84.978,0
0.388,0.427,9,-13.107,0,0.0325,0.647,0.0116,0.146,0.261,134.042,0
0.182,0.274,8,-16.928,1,0.0346,0.841,0.778,0.175,0.0433,103.783,0
0.617,0.683,10,-8.309,0,0.213,0.283,0,0.0926,0.755,73.295,0
0.7,0.929,11,-14.38,1,0.227,0.00416,0.973,0.0609,0.369,196.036,0
0.378,0.604,2,-8.946,0,0.0487,0.12,0.0303,0.113,0.31,111.2,0
0.697,0.784,5,-6.227,0,0.0356,0.156,0.834,0.0918,0.775,96.002,0
0.77,0.615,0,-11.637,1,0.332,0.265,0.000491,0.816,0.6,106.33,0
0.717,0.677,4,-12.76,0,0.0662,0.102,0.0794,0.0912,0.267,109.877,0
0.64,0.386,4,-14.447,1,0.0361,0.958,0.221,0.108,0.909,118.837,0
0.568,0.253,2,-13.607,1,0.0261,0.765,0,0.0696,0.366,99.082,0
0.0749,0.0953,8,-20.782,0,0.0381,0.893,0.914,0.115,0.0576,80.218,0
0.551,0.578,7,-8.621,1,0.246,0.628,0,0.161,0.418,102.1,0
0.678,0.813,11,-9.226,0,0.0417,0.018,0.868,0.36,0.581,119.999,0
0.379,0.0764,3,-18.087,1,0.04,0.929,2.20E-06,0.14,0.351,100.745,0
0.725,0.626,4,-6.994,0,0.0393,0.079,0.0125,0.277,0.503,150.176,0
0.293,0.892,7,-4.027,1,0.27,5.23E-05,0,0.202,0.538,91.852,0
0.129,0.0366,1,-22.55,1,0.047,0.843,0.905,0.289,0.0676,145.277,0
0.274,0.784,11,-7.303,0,0.0441,0.00173,0.619,0.891,0.735,147.191,0
0.66,0.47,9,-11.099,1,0.0396,0.347,0.00108,0.0878,0.273,110.741,0
0.757,0.875,6,-3.252,1,0.0376,0.0666,1.53E-05,0.339,0.94,108.841,0
0.315,0.665,6,-7.324,1,0.0393,0.000371,0.764,0.314,0.335,173.908,0
0.437,0.305,11,-10.26,1,0.0263,0.192,0.0681,0.113,0.0517,78.962,0
0.295,0.214,8,-17.789,1,0.0602,0.586,0.00254,0.047,0.196,57.949,0
0.362,0.905,8,-4.139,1,0.066,1.64E-06,0.736,0.0915,0.269,126.769,0
0.418,0.801,10,-6.979,0,0.0553,0.00117,0.691,0.42,0.456,130.016,0
0.778,0.367,9,-12.352,1,0.111,0.163,7.46E-06,0.075,0.89,169.893,0
0.637,0.759,1,-7.741,0,0.0281,0.419,2.26E-05,0.0778,0.908,107.899,0
0.266,0.983,4,-5.896,0,0.0775,0.000475,0.302,0.293,0.0779,170.083,0
0.141,0.181,0,-30.759,1,0.128,0.623,0.695,0.36,0.0394,78.426,0
0.547,0.844,6,-4.442,1,0.0474,0.0019,0,0.128,0.656,75.441,0
0.621,0.866,1,-9.815,1,0.0548,0.433,0.0267,0.0942,0.82,103.914,0
0.803,0.785,11,-4.955,0,0.334,0.0205,0,0.151,0.557,82.017,0
0.565,0.99,1,-6.701,0,0.0789,0.0141,0.615,0.0879,0.507,154.903,0
0.0869,0.31,0,-13.125,1,0.0339,0.827,0.904,0.522,0.0684,167.201,0
0.768,0.978,8,-6.17,1,0.0763,0.000725,0.839,0.0227,0.274,141.001,0
0.794,0.514,0,-8.099,0,0.0912,0.00209,0.862,0.0899,0.382,126.006,0
0.761,0.409,5,-10.271,1,0.109,0.932,0,0.103,0.899,135.735,0
0.204,0.862,9,-4.93,1,0.0575,0.000996,0.000559,0.271,0.664,162.842,0
0.517,0.886,1,-5.988,0,0.152,0.00354,0,0.493,0.734,165.839,0
0.303,0.721,0,-8.027,0,0.0306,0.00518,0.246,0.243,0.534,135.75,0
0.599,0.662,5,-9.877,1,0.035,0.0411,0.0411,0.23,0.49,129.832,0
0.66,0.44,0,-12.958,1,0.0431,0.306,0.000251,0.0853,0.484,132.937,0
0.618,0.53,7,-10.039,1,0.0557,0.526,0,0.0533,0.751,63.813,0
0.236,0.956,0,-4.894,1,0.114,2.99E-05,0.00238,0.0751,0.552,178.23,0
0.386,0.672,1,-10.755,0,0.0395,0.00417,0.00077,0.203,0.483,78.923,0
0.715,0.35,11,-13.846,1,0.121,0.0469,0,0.0724,0.752,81.682,0
0.436,0.298,3,-13.906,1,0.0847,0.993,0.00192,0.3,0.599,170.099,0
0.704,0.722,10,-6.696,0,0.158,0.0028,0,0.0333,0.729,141.208,0
0.466,0.65,2,-3.808,0,0.0595,0.317,3.78E-06,0.114,0.908,100.58,0
0.86,0.834,8,-3.165,0,0.0827,0.339,0.000884,0.203,0.774,101.413,0
0.192,0.078,2,-15.381,1,0.0361,0.965,0.464,0.047,0.0387,139.336,0
0.647,0.467,4,-10.928,0,0.0537,0.425,0.000148,0.115,0.553,81.012,0
0.746,0.308,9,-12.694,0,0.0606,0.447,0.0207,0.135,0.355,85.756,0
0.643,0.785,4,-11.934,1,0.951,0.822,0,0.92,0.344,116.235,0
0.514,0.497,9,-8.786,1,0.113,0.812,0,0.123,0.212,97.966,0
0.439,0.97,11,-3.521,0,0.156,0.00258,5.12E-06,0.974,0.243,90.097,0
0.452,0.876,11,-2.512,1,0.0435,0.000523,0,0.268,0.445,147.079,0
0.596,0.807,2,-4.366,1,0.032,0.000672,9.37E-06,0.251,0.62,128.724,0
0.537,0.315,5,-13.79,1,0.0271,0.588,2.29E-05,0.206,0.575,86.813,0
0.717,0.913,5,-10.405,1,0.0334,0.036,0.91,0.129,0.505,143.979,0
0.601,0.158,2,-15.297,1,0.279,0.526,0,0.51,0.264,125.725,0
0.554,0.97,9,-3.919,1,0.0511,0.226,0.00478,0.11,0.551,117.123,0
0.817,0.82,8,-6.629,0,0.0424,0.00612,0.0103,0.104,0.967,132.01,0
0.494,0.15,0,-13.641,1,0.136,0.765,0,0.0823,0.323,97.524,0
0.432,0.292,5,-12.772,1,0.0517,0.337,3.49E-05,0.116,0.283,166.032,0
0.512,0.451,3,-10.172,1,0.153,0.253,0,0.257,0.796,80.455,0
0.629,0.773,9,-6.035,1,0.0272,0.0166,1.50E-05,0.196,0.524,121.941,0
0.486,0.663,4,-13.879,1,0.043,0.00672,0.00213,0.0932,0.951,137.72,0
0.508,0.949,7,-8.493,1,0.0592,0.00132,0.00415,0.157,0.598,95.41,0
0.459,0.719,5,-9.29,0,0.0476,0.203,1.58E-06,0.194,0.739,108.319,0
0.429,0.504,6,-8.054,1,0.0298,0.781,0.216,0.308,0.232,122.513,0
0.27,0.34,7,-18.585,1,0.0338,0.618,8.62E-05,0.376,0.199,81.79,0
0.653,0.886,0,-5.713,0,0.0342,0.0364,5.68E-05,0.123,0.811,130.01,0
0.254,0.123,7,-20.092,1,0.0458,0.86,0.511,0.126,0.0365,130.821,0
0.781,0.67,0,-7.501,1,0.205,0.588,0,0.0473,0.552,89.921,0
0.414,0.688,4,-7.129,0,0.0479,0.368,0.00387,0.0512,0.389,119.633,0
0.564,0.253,9,-14.633,1,0.0491,0.746,3.89E-06,0.25,0.624,90.905,0
0.565,0.99,1,-6.701,0,0.0789,0.0141,0.615,0.0879,0.507,154.903,0
0.59,0.508,9,-7.949,1,0.0275,0.103,0.461,0.219,0.465,105.073,0
0.127,0.335,11,-8.298,0,0.0329,0.786,0.427,0.111,0.0686,77.078,0
0.72,0.437,10,-13.762,1,0.16,0.0188,1.06E-05,0.0743,0.497,171.466,0
0.666,0.62,9,-10.108,1,0.0264,0.00923,0.00135,0.246,0.79,113.403,0
0.207,0.571,2,-10.648,1,0.042,0.000232,0.707,0.191,0.309,175.297,0
0.568,0.94,10,-6.514,0,0.162,0.000512,0.383,0.314,0.952,194.964,0
0.823,0.79,6,-9.337,1,0.0637,0.00757,0.848,0.0837,0.539,123.787,0
0.708,0.589,2,-10.886,1,0.125,0.00443,0.0303,0.106,0.375,119.984,0
0.61,0.666,7,-11.271,1,0.0318,0.00285,0,0.207,0.894,91.289,0
0.942,0.78,6,-7.517,0,0.0735,0.187,0.00149,0.0597,0.877,110.608,0
0.596,0.272,1,-9.6,1,0.0305,0.665,0,0.274,0.546,105.129,0
0.735,0.522,10,-8.249,1,0.0286,0.0291,8.12E-06,0.0778,0.714,117.086,0
0.887,0.453,4,-10.926,0,0.294,0.0191,0.00287,0.0932,0.67,88.483,0
0.669,0.821,5,-9.595,1,0.0584,0.0385,0.808,0.347,0.618,144.078,0
0.423,0.619,4,-5.019,0,0.0308,0.261,0.00183,0.0978,0.33,70.533,0
0.634,0.52,5,-10.496,1,0.0477,0.354,0,0.132,0.746,124.784,0
0.573,0.541,2,-7.249,1,0.194,0.00177,0.0355,0.0636,0.687,174.014,0
0.309,0.415,8,-11.837,1,0.0345,0.196,0,0.118,0.139,124.571,0
0.651,0.219,1,-24.949,1,0.419,0.693,0.00218,0.267,0.675,102.261,0
0.103,0.81,2,-8.066,1,0.0578,0.0445,0.817,0.129,0.166,79.028,0
0.481,0.752,7,-6.768,1,0.0441,0.267,0,0.101,0.467,162.313,0
0.758,0.957,7,-2.282,1,0.0357,0.039,0,0.133,0.966,111.119,0
0.619,0.583,7,-9.962,1,0.0497,0.648,0.00218,0.0598,0.738,106.612,0
0.166,0.905,6,-5.026,1,0.0535,0.0113,0,0.261,0.596,175.408,0
0.26,0.483,1,-16.299,1,0.0636,0.589,0.00358,0.104,0.116,149.586,0
0.711,0.812,11,-12.58,1,0.665,0.992,0.423,0.747,0.5,129.592,0
